train_lable,train(l=1),train(l=1.8),train(l=2.2),train(l=2.6),validation_lable,validation(l=1),validation(l=1.8),validation(l=2.2),validation(l=2.6),prediction
1.8733857,0.9401728,0.76914454,0.9608607,0.25100118,-0.027664373,-0.34636348,-0.2200329,-0.47479057,-0.046085045,0.6696736
-0.033906337,-0.27963316,-0.1987216,-0.33368826,-0.05783979,-0.29606977,-0.23217489,-0.2171828,-0.4292455,-0.29832125,0.647906
1.5013515,-0.13062383,0.39092094,0.070291914,-0.5391285,-1.5060321,-1.2955279,-1.4713795,-0.82483447,-1.3221074,-1.1674122
3.1075814,1.483239,2.1601515,1.1428828,0.3180012,-4.1293874,-2.8292308,-1.6539215,-1.6562276,-1.422273,-1.9473928
0.4021718,0.044883825,-0.10924356,-0.20449658,-0.6603889,2.3679686,-0.766934,0.5011376,-0.32305464,0.009361019,0.3205072
-0.78510016,-0.3297107,-1.3708719,-0.8665038,-0.43622193,-1.8111907,-1.3856446,-0.4899093,-1.3019441,-0.32572642,-1.0441206
-1.9105643,-0.9389364,-0.56715745,-1.1419489,-0.19570893,2.9544477,2.4820924,0.8652067,1.3080424,0.7263401,3.4029038
1.5920103,1.3903795,0.6291641,0.33174697,0.4282194,0.19944851,-0.5509382,-1.4664935,-0.94966644,-0.018872447,-0.17034507
1.740427,0.026842432,-0.68997097,-0.3903538,-0.71051437,3.0641127,1.6870391,1.8138427,1.4082214,0.711307,2.4317882
1.420203,-0.27297357,-0.26496336,-0.84129375,0.34907272,1.6565503,1.1484916,0.3564812,1.4549153,0.62407976,2.3551886
2.869544,0.5237611,0.944848,0.3526108,0.04668249,0.22647344,1.54477,0.07271102,0.8087988,0.16426267,2.534037
1.0150223,1.0973849,1.7028401,0.24975802,0.14482078,2.68525,1.4233735,0.9727703,0.5466618,0.8618781,2.8499084
2.0155149,1.3925201,1.6657417,1.1189884,0.48286033,2.4000769,0.27856392,0.9768759,0.01242185,0.022278808,1.2460463
-1.1218429,-0.6643167,-0.46128526,-1.3363812,-0.89777607,-1.651508,0.11852832,-1.1373585,0.1373257,0.15795477,1.2110883
2.8297036,0.5076401,1.0883214,0.2553291,0.71056944,-2.0445268,-1.1854508,-1.1373273,-0.4588404,-1.1159898,-0.7318427
0.15915424,0.56215346,-0.911421,0.0066856067,-0.2938776,0.548906,0.7370668,0.3155855,0.38826305,-0.4111347,1.5947042
0.21669446,-0.48184612,0.08464808,0.07067978,-0.41670305,5.512908,2.1644204,2.7074246,2.2447672,1.8181294,3.2468739
2.893851,2.2852764,1.9973432,1.4930563,1.0493932,-0.12227755,-2.3248749,-0.61406296,-0.6449098,-1.1541376,-1.5669197
-2.5199106,-1.7934158,-0.9114017,-1.4078499,-1.1215873,0.54831237,0.8081734,-0.022596212,0.17870317,-0.0477099,1.8494983
4.749851,1.9600435,1.5748811,0.7373168,1.1491685,-1.4915965,-0.4773879,-0.36411023,0.42058823,-1.0267854,0.3351427
-0.16897777,0.99395716,0.92757744,0.00026712148,0.22176954,-0.09285568,-1.0264646,-1.3623431,-0.5836499,-0.9757373,-0.69818026
0.62448287,0.43097213,1.1204456,0.38690343,-0.2893083,3.3060136,2.13642,1.7891072,1.6972966,1.4036514,3.3312109
1.2638696,1.313619,0.6339669,0.5453312,0.3703502,-2.0817077,-1.6531824,-1.476958,-0.5596046,-0.6888509,-1.203117
2.5039744,0.34879655,1.5975686,1.1296015,0.41880322,5.7477045,2.766217,3.0099308,2.2906692,1.8640512,3.6630673
1.6643152,0.88825315,0.6683867,0.1311108,0.868302,-0.28376225,1.2278674,1.3538346,1.2266655,1.0341817,2.601607
1.3185326,0.881502,0.18146418,0.14437859,-0.25279996,0.45855302,0.0041776253,-0.40296534,-0.94276077,-0.4090635,0.4526092
1.6338073,1.5495526,2.1165497,1.2583678,0.16843523,-0.1793704,-0.15042683,-0.293026,0.47452405,-0.12390797,1.0163401
